table,j,K,year,alt_km,F_years,corrected
8.16,8,0.5,2000,1200,1.0,
8.16,8,0.5,2000,1400,1.0,
8.16,8,0.5,2001,200,2.716,
8.16,8,0.5,2001,400,2.274,
8.16,8,0.5,2001,600,1.908,
8.16,8,0.5,2001,800,1.977,
8.16,8,0.5,2001,1000,2.004,
8.16,8,0.5,2001,1200,2.022,
8.16,8,0.5,2001,1400,2.018,
8.16,8,0.5,2002,200,3.952,
8.16,8,0.5,2002,400,3.287,
8.16,8,0.5,2002,600,2.815,
8.16,8,0.5,2002,800,2.97,
8.16,8,0.5,2002,1000,3.027,
8.16,8,0.5,2002,1200,3.065,
8.16,8,0.5,2002,1400,3.055,
8.16,8,0.5,2003,200,5.03,
8.16,8,0.5,2003,400,4.216,
8.16,8,0.5,2003,600,3.724,
8.16,8,0.5,2003,800,3.978,
8.16,8,0.5,2003,1000,4.068,
8.16,8,0.5,2003,1200,4.129,
8.16,8,0.5,2003,1400,4.112,
8.16,8,0.5,2004,200,6.187,
8.16,8,0.5,2004,400,5.23,
8.16,8,0.5,2004,600,4.673,
8.16,8,0.5,2004,800,5.011,
8.16,8,0.5,2004,1000,5.13,
8.16,8,0.5,2004,1200,5.214,
8.16,8,0.5,2004,1400,5.19,
8.16,8,0.5,2005,200,7.409,
8.16,8,0.5,2005,400,6.318,
8.16,8,0.5,2005,600,5.661,
8.16,8,0.5,2005,800,6.069,
8.16,8,0.5,2005,1000,6.213,
8.16,8,0.5,2005,1200,6.32,
8.16,8,0.5,2005,1400,6.288,
8.16,8,0.5,2006,200,8.399,
8.16,8,0.5,2006,400,7.297,
8.16,8,0.5,2006,600,6.665,
8.16,8,0.5,2006,800,7.138,
8.16,8,0.5,2006,1000,7.306,
8.16,8,0.5,2006,1200,7.436,
8.16,8,0.5,2006,1400,7.397,
8.16,8,0.5,2007,200,9.635,
8.16,8,0.5,2007,400,8.431,
8.16,8,0.5,2007,600,7.692,
8.16,8,0.5,2007,800,8.22,
8.16,8,0.5,2007,1000,8.41,
8.16,8,0.5,2007,1200,8.562,
8.16,8,0.5,2007,1400,8.515,
8.16,8,0.5,2008,200,11.105,
8.16,8,0.5,2008,400,9.712,
8.16,8,0.5,2008,600,8.744,
8.16,8,0.5,2008,800,9.315,
8.16,8,0.5,2008,1000,9.524,
8.16,8,0.5,2008,1200,9.699,
8.16,8,0.5,2008,1400,9.644,
8.16,8,0.5,2009,200,12.798,
8.16,8,0.5,2009,400,11.136,
8.16,8,0.5,2009,600,9.82,
8.16,8,0.5,2009,800,10.422,
8.16,8,0.5,2009,1000,10.65,
8.16,8,0.5,2009,1200,10.847,
8.16,8,0.5,2009,1400,10.783,
8.16,8,0.5,2010,200,14.064,
8.16,8,0.5,2010,400,12.344,
8.16,8,0.5,2010,600,10.908,
8.16,8,0.5,2010,800,11.541,
8.16,8,0.5,2010,1000,11.784,
8.16,8,0.5,2010,1200,12.005,
8.16,8,0.5,2010,1400,11.932,
8.16,8,0.5,2011,200,15.048,
8.16,8,0.5,2011,400,13.32,
8.16,8,0.5,2011,600,11.953,
8.16,8,0.5,2011,800,12.66,
8.16,8,0.5,2011,1000,12.926,
8.16,8,0.5,2011,1200,13.174,
8.16,8,0.5,2011,1400,13.09,
8.16,8,0.5,2012,200,16.418,
8.16,8,0.5,2012,400,14.39,
8.16,8,0.5,2012,600,12.894,
8.16,8,0.5,2012,800,13.74,
8.16,8,0.5,2012,1000,14.058,
8.16,8,0.5,2012,1200,14.356,
8.16,8,0.5,2012,1400,14.254,
8.16,8,0.5,2013,200,17.252,
8.16,8,0.5,2013,400,15.156,
8.16,8,0.5,2013,600,13.814,
8.16,8,0.5,2013,800,14.823,
8.16,8,0.5,2013,1000,15.197,
8.16,8,0.5,2013,1200,15.55,
8.16,8,0.5,2013,1400,15.427,
8.16,8,0.5,2014,200,17.905,
8.16,8,0.5,2014,400,15.815,
8.16,8,0.5,2014,600,14.718,
8.16,8,0.5,2014,800,15.908,
8.16,8,0.5,2014,1000,16.342,
8.16,8,0.5,2014,1200,16.755,
8.16,8,0.5,2014,1400,16.609,
8.16,8,0.5,2015,200,18.552,
8.16,8,0.5,2015,400,16.49,
8.16,8,0.5,2015,600,15.64,
8.16,8,0.5,2015,800,17.004,
8.16,8,0.5,2015,1000,17.496,
8.16,8,0.5,2015,1200,17.971,
8.16,8,0.5,2015,1400,17.801,
8.16,8,0.5,2016,200,19.203,
8.16,8,0.5,2016,400,17.187,
8.16,8,0.5,2016,600,16.58,
8.16,8,0.5,2016,800,18.113,
8.16,8,0.5,2016,1000,18.661,
8.16,8,0.5,2016,1200,19.198,
8.16,8,0.5,2016,1400,19.002,
8.16,8,0.5,2017,200,19.861,
8.16,8,0.5,2017,400,17.904,
8.16,8,0.5,2017,600,17.538,
8.16,8,0.5,2017,800,19.232,
8.16,8,0.5,2017,1000,19.835,
8.16,8,0.5,2017,1200,20.435,
8.16,8,0.5,2017,1400,20.213,
8.16,8,0.5,2018,200,20.776,
8.16,8,0.5,2018,400,18.781,
8.16,8,0.5,2018,600,18.52,
8.16,8,0.5,2018,800,20.365,
8.16,8,0.5,2018,1000,21.02,
8.16,8,0.5,2018,1200,21.683,
8.16,8,0.5,2018,1400,21.434,
8.16,8,0.5,2019,200,21.931,
8.16,8,0.5,2019,400,19.811,
8.16,8,0.5,2019,600,19.526,
8.16,8,0.5,2019,800,21.51,
8.16,8,0.5,2019,1000,22.216,
8.16,8,0.5,2019,1200,22.942,
8.16,8,0.5,2019,1400,22.666,
8.16,8,0.5,2020,200,23.318,
8.16,8,0.5,2020,400,20.987,
8.16,8,0.5,2020,600,20.556,
8.16,8,0.5,2020,800,22.668,
8.16,8,0.5,2020,1000,23.423,
8.16,8,0.5,2020,1200,24.21,
8.16,8,0.5,2020,1400,23.908,
8.16,8,0.5,2021,200,24.365,
8.16,8,0.5,2021,400,21.998,
8.16,8,0.5,2021,600,21.601,
8.16,8,0.5,2021,800,23.838,
8.16,8,0.5,2021,1000,24.639,
8.16,8,0.5,2021,1200,25.49,
8.16,8,0.5,2021,1400,25.16,
8.16,8,0.5,2022,200,25.203,
8.16,8,0.5,2022,400,22.842,
8.16,8,0.5,2022,600,22.613,
8.16,8,0.5,2022,800,25.008,
8.16,8,0.5,2022,1000,25.861,
8.16,8,0.5,2022,1200,26.782,
8.16,8,0.5,2022,1400,26.42,
8.16,8,0.5,2023,200,26.414,
8.16,8,0.5,2023,400,23.805,
8.16,8,0.5,2023,600,23.544,
8.16,8,0.5,2023,800,26.141,
8.16,8,0.5,2023,1000,27.075,
8.16,8,0.5,2023,1200,28.086,
8.16,8,0.5,2023,1400,27.686,
8.16,8,0.5,2024,200,27.181,
8.16,8,0.5,2024,400,24.518,
8.16,8,0.5,2024,600,24.458,
8.16,8,0.5,2024,800,27.277,
8.16,8,0.5,2024,1000,28.294,
8.16,8,0.5,2024,1200,29.402,
8.16,8,0.5,2024,1400,28.961,
8.16,8,0.5,2025,200,27.801,
8.16,8,0.5,2025,400,25.145,
8.16,8,0.5,2025,600,25.358,
8.16,8,0.5,2025,800,28.414,
8.16,8,0.5,2025,1000,29.52,
8.16,8,0.5,2025,1200,30.731,
8.16,8,0.5,2025,1400,30.245,
